,Manufacturer,Partnumber,Quantity,Price,supplier
0,FRISART,40004,1,27.34,metal
1,SANFIL,5045,1,52.58,metal
2,BRANIL,BCHT004A,1,12.3,metal
3,BRANIL,BCHO108,1,22.09,metal
4,BRANIL,BCHV101RV,1,53.15,metal
5,BRANIL,BVW601X,1,45.72,metal
6,BRANIL,BVW1401X,1,42.1,metal
7,BRANIL,BCHO001X,1,61.05,metal
8,BRANIL,BCHO201X,1,61.5,metal
9,BRANIL,BCHC0001X,1,34.5,metal
10,BRANIL,BFI1101X,1,44.01,metal
11,BRANIL,BFI1601X,1,66.66,metal
12,BRANIL,BFI1801X,1,57.16,metal
13,BRANIL,BCL101X,1,39.41,metal
14,BRANIL,BVW402A,1,19.24,metal
15,BRANIL,BVW502,1,4.54,metal
16,BRANIL,BCHO002,1,4.44,metal
17,BRANIL,BCHO202,1,3.83,metal
18,BRANIL,BCHT002,1,4.35,metal
19,BRANIL,BCHC002A,1,9.67,metal
20,BRANIL,BCH002A,1,9.67,metal
21,BRANIL,BCH002D,1,8.28,metal
22,BRANIL,BCH002E,1,8.35,metal
23,BRANIL,BCL002,1,2.39,metal
24,BRANIL,BCL302,1,12.8,metal
25,BRANIL,BCL302A,1,26.05,metal
26,BRANIL,BWO002A,1,16.92,metal
27,BRANIL,BFI1002,1,3.92,metal
28,BRANIL,BVW604,1,5.73,metal
29,BRANIL,BVW704B,1,3.15,metal
30,BRANIL,BVW604B,1,6.33,metal
31,BRANIL,BVW638,1,16.68,metal
32,BRANIL,BCHO204,1,7.21,metal
33,BRANIL,BCHT004B,1,1.98,metal
34,BRANIL,BCHT004C,1,3.47,metal
35,BRANIL,BCHT204AE,1,7.3,metal
36,BRANIL,BCHT204DE,1,4.82,metal
37,BRANIL,BCHT304A,1,3.34,metal
38,BRANIL,BCHM004AE,1,3.23,metal
39,BRANIL,BCHM004,1,3.46,metal
40,BRANIL,BCHM004B,1,2.62,metal
41,BRANIL,BFI1004E,1,4.66,metal
42,BRANIL,BFI1104B,1,3.28,metal
43,BRANIL,BFI1104C,1,3.15,metal
44,BRANIL,BFI1104D,1,3.0,metal
45,BRANIL,BFI1404,1,3.68,metal
46,BRANIL,BFI1404A,1,5.71,metal
47,BRANIL,BFI1504,1,4.75,metal
48,BRANIL,BFI1140,1,7.89,metal
49,BRANIL,BFI1340,1,12.82,metal
50,BRANIL,BCL004D,1,1.98,metal
51,BRANIL,BCL004A,1,4.58,metal
52,BRANIL,BCL204,1,3.99,metal
53,BRANIL,BWO004A,1,6.53,metal
54,BRANIL,BCL238,1,10.52,metal
55,BRANIL,BCL238B,1,7.75,metal
56,BRANIL,BCL238C,1,10.63,metal
57,BRANIL,BVW1401RV,1,35.86,metal
58,BRANIL,BCHM001RV,1,27.0,metal
59,BRANIL,BCHC101RV,1,34.76,metal
60,BRANIL,BCHC201RV,1,32.15,metal
61,BRANIL,BFI1501RV,1,45.25,metal
62,BRANIL,BFI2501RVML,1,81.41,metal
63,BRANIL,BCL607,1,25.15,metal
64,BRANIL,BN056BAP,1,14.21,metal
65,BRANIL,BN050MLS,1,32.66,metal
66,BRANIL,BN006BAP,1,14.15,metal
67,BRANIL,BN009BAP,1,12.08,metal
68,BRANIL,BN002BAP,1,36.21,metal
69,BRANIL,BN090BAP,1,15.14,metal
70,BRANIL,BN093BAP,1,14.61,metal
71,BRANIL,BN097BAP,1,14.79,metal
72,BRANIL,BCH010,1,2.75,metal
73,BRANIL,BCH012,1,4.96,metal
74,BRANIL,BCH008,1,4.33,metal
75,BRANIL,BVW506,1,7.51,metal
76,BRANIL,BCHM207A,1,8.01,metal
77,BRANIL,BCH006,1,6.52,metal
78,BRANIL,BCHO106,1,13.79,metal
79,BRANIL,BCHO206,1,9.9,metal
80,BRANIL,BFI1106,1,7.64,metal
81,BRANIL,BFI1607,1,22.02,metal
82,BRANIL,BFI1907,1,4.47,metal
83,BRANIL,BCL306,1,6.68,metal
84,BRANIL,BVW406,1,4.49,metal
85,BRANIL,BWO066E,1,8.88,metal
86,BRANIL,BIE1004,1,14.34,metal
87,BRANIL,BIE1104,1,11.55,metal
88,BRANIL,BIE1104E,1,34.94,metal
89,BRANIL,BIE1204,1,11.33,metal
90,BRANIL,BIE1204E,1,34.62,metal
91,BRANIL,BIE1504,1,16.08,metal
92,BRANIL,BIE1504E,1,38.27,metal
93,BRANIL,BIE2004E,1,36.71,metal
94,BRANIL,BIE2004EA,1,36.64,metal
95,BRANIL,BIE2104,1,12.33,metal
96,BRANIL,BIE2104E,1,37.57,metal
97,BRANIL,BIE2304,1,10.15,metal
98,BRANIL,BIE2304E,1,33.55,metal
99,BRANIL,BIE2304EA,1,35.0,metal
100,BRANIL,BIE2404,1,10.68,metal
101,BRANIL,BIE2404E,1,34.13,metal
102,BRANIL,BIE2404EA,1,35.59,metal
103,BRANIL,BIE2504,1,14.4,metal
104,BRANIL,BIE2504E,1,38.57,metal
105,BRANIL,BIE4004,1,9.95,metal
106,BRANIL,BIE4004E,1,33.94,metal
107,BRANIL,BIE4104,1,10.95,metal
108,BRANIL,BIE4204,1,13.69,metal
109,BRANIL,BIE4204E,1,36.54,metal
110,BRANIL,BIE4204EA,1,38.15,metal
111,BRANIL,BIE4304E,1,30.41,metal
112,BRANIL,BIE4404E,1,28.64,metal
113,BRANIL,BIE4504,1,17.93,metal
114,BRANIL,BIE4504E,1,40.58,metal
115,BRANIL,BIE4704E,1,29.56,metal
116,BRANIL,BIE4904,1,13.88,metal
117,BRANIL,BIE4904E,1,37.21,metal
118,BRANIL,BIE5004,1,10.42,metal
119,BRANIL,BIE5004E,1,28.55,metal
120,BRANIL,BIE5104,1,11.02,metal
121,BRANIL,BIE5104E,1,34.41,metal
122,BRANIL,BIE5204,1,13.9,metal
123,BRANIL,BIE5204E,1,35.28,metal
124,BRANIL,BIE5304,1,9.83,metal
125,BRANIL,BIE5304E,1,33.33,metal
126,BRANIL,BIE5404,1,10.6,metal
127,BRANIL,BIE5404E,1,34.62,metal
128,BRANIL,BIE8104E,1,70.89,metal
129,BRANIL,BIE8204E,1,68.26,metal
130,BRANIL,BIE8304E,1,68.8,metal
131,BRANIL,BIE8304,1,15.96,metal
132,BRANIL,BIE8404E,1,14.74,metal
133,BRANIL,BFK001X,1,55.79,metal
134,BRANIL,BN099MLS,1,38.24,metal
135,BRANIL,BN100MLS,1,36.26,metal
136,BRANIL,BCL608,1,17.33,metal
137,BRANIL,BCHO008,1,6.41,metal
138,BRANIL,BCHM208,1,10.32,metal
139,BRANIL,BCH050,1,0.3,metal
140,BRANIL,BWO050,1,0.18,metal
141,BRANIL,BFI15021,1,4.39,metal
142,BRANIL,BFI2307E,1,7.44,metal
143,BRANIL,BVW756,1,0.4,metal
144,BRANIL,BVW404,1,3.72,metal
145,BRANIL,BVW304,1,3.49,metal
146,BRANIL,BVW504E,1,3.74,metal
147,BRANIL,BCHT338,1,4.47,metal
148,BRANIL,BVW1410,1,2.8,metal
149,BRANIL,BCHO012,1,2.87,metal
150,BRANIL,BCHO110,1,4.01,metal
151,BRANIL,BCHM210,1,3.2,metal
152,BRANIL,BFI1510,1,3.24,metal
153,BRANIL,BWO010,1,4.65,metal
154,BRANIL,BCHC008,1,3.87,metal
155,BRANIL,BFI1108,1,4.2,metal
156,BRANIL,BFI1708,1,3.94,metal
157,BRANIL,BCHM207,1,4.23,metal
158,BRANIL,BCHC007,1,5.25,metal
159,BRANIL,BCHT007,1,4.92,metal
160,BRANIL,BFI1506,1,6.92,metal
161,BRANIL,BFI1606,1,6.9,metal
162,BRANIL,BFI1807,1,3.51,metal
163,BRANIL,BVW206,1,3.67,metal
164,BRANIL,BVW516,1,1.89,metal
165,BRANIL,BCHT016,1,3.41,metal
166,BRANIL,BCL016,1,2.53,metal
167,BRANIL,BVW233A,1,0.99,metal
168,BRANIL,BVW442,1,0.3,metal
169,BRANIL,BVW270,1,0.42,metal
170,BRANIL,BVW264,1,2.18,metal
171,BRANIL,BVW542,1,0.93,metal
172,BRANIL,BVW537,1,0.45,metal
173,BRANIL,BVW1403,1,5.17,metal
174,BRANIL,BVW1444,1,1.32,metal
175,BRANIL,BJ074B,1,1.08,metal
176,BRANIL,BCHO028,1,1.07,metal
177,BRANIL,BCHO037,1,0.86,metal
178,BRANIL,BCHT028,1,0.41,metal
179,BRANIL,BCHT029,1,0.3,metal
180,BRANIL,BCHT033,1,0.65,metal
181,BRANIL,BCHC014,1,1.52,metal
182,BRANIL,BCHC029,1,0.56,metal
183,BRANIL,BCH067E,1,6.93,metal
184,BRANIL,BCH068E,1,7.86,metal
185,BRANIL,BCH069E,1,4.63,metal
186,BRANIL,BCH024,1,1.83,metal
187,BRANIL,BCL028,1,1.85,metal
188,BRANIL,BCL030,1,0.26,metal
189,BRANIL,BCL024,1,0.97,metal
190,BRANIL,BCL203E,1,5.17,metal
191,BRANIL,BCL222,1,0.33,metal
192,BRANIL,BWO024,1,2.35,metal
193,BRANIL,BFI1028,1,1.09,metal
194,BRANIL,BFI1021,1,0.42,metal
195,BRANIL,BFI1026,1,1.73,metal
196,BRANIL,BFI1036,1,1.03,metal
197,BRANIL,BFI1045,1,1.59,metal
198,BRANIL,BFI1047,1,1.66,metal
199,BRANIL,BFI1128,1,0.55,metal
200,BRANIL,BFI1123,1,0.79,metal
201,BRANIL,BFI1125,1,1.82,metal
202,BRANIL,BFI1126,1,2.31,metal
203,BRANIL,BFI1130,1,0.26,metal
204,BRANIL,BFI1137,1,0.53,metal
205,BRANIL,BFI1348,1,2.07,metal
206,BRANIL,BFI1124,1,2.13,metal
207,BRANIL,BFI1520,1,1.79,metal
208,BRANIL,BFI1611,1,1.21,metal
209,BRANIL,BFI1513,1,1.89,metal
210,BRANIL,BFI1515,1,0.8,metal
211,BRANIL,BFI1517,1,0.59,metal
212,BRANIL,BFI1518,1,0.51,metal
213,BRANIL,BFI1519,1,0.33,metal
214,BRANIL,BFI1525,1,5.21,metal
215,BRANIL,BFI1614,1,1.21,metal
216,BRANIL,BFI1615,1,1.87,metal
217,BRANIL,BFI1618,1,0.38,metal
218,BRANIL,BFI1728,1,0.53,metal
219,BRANIL,BFI1732,1,0.98,metal
220,BRANIL,BFI1749,1,2.12,metal
221,BRANIL,BJ3912,1,0.58,metal
222,BRANIL,BFI1819,1,1.25,metal
223,BRANIL,BFI1820,1,1.19,metal
224,BRANIL,BFI1821,1,0.25,metal
225,BRANIL,BFI1822,1,0.45,metal
226,BRANIL,BJ3910,1,0.65,metal
227,BRANIL,BJ3911,1,0.58,metal
228,BRANIL,BFI2014,1,1.03,metal
229,BRANIL,BFI2145,1,1.11,metal
230,BRANIL,BFI2207,1,6.18,metal
231,BRANIL,BFK007A,1,4.17,metal
232,BRANIL,BFK016A,1,4.17,metal
233,BRANIL,BFK020,1,0.92,metal
234,BRANIL,BFK025,1,1.45,metal
235,BRANIL,BFK028,1,0.95,metal
236,BRANIL,BJ3953,1,2.49,metal
237,BRANIL,BJ3956,1,0.8,metal
238,BRANIL,BJ3957,1,0.85,metal
239,BRANIL,BCHM021,1,0.62,metal
240,BRANIL,BVW418E,1,0.32,metal
241,BRANIL,BFI2416,1,2.75,metal
242,,,1,156.08,metal
243,,7090,1,34.68,metal
244,GATES,57005,1,327.09,metal
245,GATES,57007,1,354.04,metal
246,GATES,57009,1,321.24,metal
247,GATES,57003,1,302.58,metal
248,GATES,10035,1,693.32,metal
249,ELASTOFLOCK INDUSTRIA E COMERCIO DE ARTEFATOS DE BORRACHAS,1536,1,2.95,metal
250,LCP,1163,1,3.13,metal
251,NEO,9114903PI,1,0.0,metal
252,BORRACHAS DAUD LTDA.,VWVG-25,1,2.1,metal
253,PROBOR DO BRASIL BORRACHAS LTDA.,TR002,1,6.23,metal
254,NEO,90507375PI,1,5.56,metal
255,BORRACHAS DAUD LTDA.,90503679P,1,4.92,metal
256,NEO,377845525AP,1,0.0,metal
257,SANOFRIS,809,1,5.9,metal
258,NEO,90560029P,1,5.99,metal
259,NEO,93299284PI,1,2.59,metal
260,NEO,93297315PII,1,0.0,metal
261,NEO,93267733PIII,1,0.0,metal
262,NEO,2N15V03590ABP,1,0.0,metal
263,NEO,46539343P,1,0.0,metal
264,NEO,OK72A62933BP,1,3.26,metal
265,ELASTOFLOCK INDUSTRIA E COMERCIO DE ARTEFATOS DE BORRACHAS,20012,1,16.49,metal
266,PROBOR DO BRASIL BORRACHAS LTDA.,PRORL024,1,7.32,metal
267,BIRTH,1540/5326,1,27.27,metal
268,BIRTH,2223/585,1,87.62,metal
269,MDS,D25A,1,115.89,metal
270,MDS,D087,1,154.26,metal
271,MDS,D431,1,118.89,metal
272,NEVESCAR,069,1,0.32,metal
273,MOLAS MASTER,MM3873,1,174.18,metal
274,MDS,T21,1,213.21,metal
275,MDS,T41,1,140.5,metal
276,MDS,T19,1,144.15,metal
277,MDS,T612,1,275.41,metal
278,MDS,D357,1,140.3,metal
279,MDS,D756,1,97.06,metal
280,MDS,D343A,1,187.82,metal
281,MDS,D354A,1,149.29,metal
282,SYL INDUSTRIAL DISCOS,403101,1,22.6,metal
283,MDS,D18A,1,254.07,metal
284,MDS,D18E,1,458.59,metal
285,MDS,D180,1,216.86,metal
286,MDS,D110,1,240.79,metal
287,RONIL,90237,1,5.93,metal
288,RONIL,90239,1,7.88,metal
289,RONIL,90245,1,7.53,metal
290,MDS,T31E,1,144.01,metal
291,NEVESCAR,098,1,5.11,metal
292,MOLAS TIGRE,MTOR3901T,1,182.53,metal
293,MOLAS MASTER,MM3631,1,226.98,metal
294,MOLAS TIGRE,MTOR1102D,1,170.77,metal
295,MOLAS TIGRE,MTFO123D,1,141.01,metal
296,MOLAS TIGRE,MTFO125T,1,141.01,metal
297,MOLAS TIGRE,MTOR1514T,1,70.51,metal
298,MOLAS TIGRE,MTOR2304D,1,136.01,metal
299,MOLAS TIGRE,MTOR2304T,1,136.01,metal
300,MOLAS TIGRE,MTOR3309D,1,224.84,metal
301,MOLAS TIGRE,MTOR2716T,1,178.61,metal
302,MOLAS TIGRE,MTOR2114D,1,226.57,metal
303,MOLAS TIGRE,MTVW0082D,1,86.97,metal
304,MOLAS TIGRE,MTVW081T,1,86.97,metal
305,MOLAS TIGRE,MTVW0109D,1,102.64,metal
306,MOLAS TIGRE,MTVW0111T,1,101.07,metal
307,MOLAS TIGRE,MTVW0083D,1,93.23,metal
308,MOLAS TIGRE,MTFT0009D,1,79.13,metal
309,CINDUMEL,CIN-574,1,127.06,metal
310,MOLAS MASTER,MM0085,1,151.15,metal
311,MOLAS MASTER,MM3621,1,128.33,metal
312,PLANET IMPORT´S COM DE PECAS LTDA EPP,PLBU2103,1,9.13,metal
313,PLANET IMPORT´S COM DE PECAS LTDA EPP,PLBU2420,1,28.24,metal
314,EICHUT IND. E COMERCIO LTDA,1555227Z,1,6.28,metal
315,METALURGICA VALE VERDE,MV151,1,0.38,metal
316,GRAMPOLA,G-447,1,0.2,metal
317,INPARTS,03.025.00004,1,2.99,metal
318,HOLYMAN,4025,1,4.26,metal
319,DURAKIT,20722S4,1,103.96,metal
320,CINDUMEL,CIN-158/60M,1,399.43,metal
321,QUATRO X QUATRO & IMPORTADO (4 X 4),A313,1,46.46,metal
322,QUATRO X QUATRO & IMPORTADO (4 X 4),A317,1,32.82,metal
323,FERISA IND. E COM. LTDA.,2057,1,4.16,metal
324,RUFATO DISTRIBUIDORA,PP04,1,11.18,metal
325,RUFATO DISTRIBUIDORA,PS18,1,7.99,metal
326,RUFATO DISTRIBUIDORA,PS15,1,13.47,metal
327,RUFATO DISTRIBUIDORA,PS16,1,7.99,metal
328,RUFATO DISTRIBUIDORA,PS10,1,11.18,metal
329,RUFATO DISTRIBUIDORA,PS20,1,10.04,metal
330,RUFATO DISTRIBUIDORA,P19GM,1,10.04,metal
331,RUFATO DISTRIBUIDORA,PS2315,1,22.59,metal
332,RUFATO DISTRIBUIDORA,PS24,1,15.75,metal
333,RUFATO DISTRIBUIDORA,PS2616,1,34.0,metal
334,RUFATO DISTRIBUIDORA,PS2624,1,38.79,metal
335,RECIFLEX,A324,1,59.21,metal
336,PROBOR DO BRASIL BORRACHAS LTDA.,FTTF008,1,57.75,metal
337,PROBOR DO BRASIL BORRACHAS LTDA.,FTTF007,1,57.75,metal
338,PROBOR DO BRASIL BORRACHAS LTDA.,SCTF019V,1,37.05,metal
339,PROBOR DO BRASIL BORRACHAS LTDA.,VLTF008V,1,57.75,metal
340,PROBOR DO BRASIL BORRACHAS LTDA.,VLTF014V,1,109.22,metal
341,PROBOR DO BRASIL BORRACHAS LTDA.,VLTF009V,1,73.52,metal
342,PROBOR DO BRASIL BORRACHAS LTDA.,VLTF015V,1,117.62,metal
343,QUATRO X QUATRO & IMPORTADO (4 X 4),A350,1,59.57,metal
344,BIRTH,1400/7217KM,1,31.36,metal
345,BIRTH,P50078T,1,170.46,metal
346,PLANET IMPORT´S COM DE PECAS LTDA EPP,PLBU2408 X 2,1,23.73,metal
347,TANTARO,FIA115GT,1,235.57,metal
348,TANTARO,FOR121GD,1,291.55,metal
349,TANTARO,AUD105GD,1,368.92,metal
350,TANTARO,VW114GD,1,202.41,metal
351,TANTARO,VW114GT,1,230.98,metal
352,TANTARO,FOR115GT,1,234.82,metal
353,TANTARO,FOR117GT,1,214.46,metal
354,TANTARO,VW113GD,1,302.74,metal
355,TANTARO,VW115GT,1,185.41,metal
356,TANTARO,FOR120GD,1,296.54,metal
357,TANTARO,GM112GT,1,203.41,metal
358,TANTARO,CIT101GT,1,176.19,metal
359,TANTARO,GM114GT,1,179.93,metal
360,TANTARO,HYU112GD,1,570.94,metal
361,TANTARO,JEP105GT,1,381.81,metal
362,TANTARO,KIA102GD,1,327.2,metal
363,TANTARO,HON105GD,1,409.39,metal
364,TANTARO,HON111GD,1,413.05,metal
365,TANTARO,TOY120GT,1,200.62,metal
366,TANTARO,MIT116GT,1,243.29,metal
367,TANTARO,HON115GT,1,314.63,metal
368,TANTARO,REN118GT,1,227.93,metal
369,ELASTOPUR,9436827,1,15.81,metal
370,BIRTH,1401,1,45.09,metal
371, METAL,04949,1,1.47,metal
372, METAL,KIT,1,15.57,metal
373, METAL,KIT,1,153.32,metal
374, METAL,07266,1,10.78,metal
375, METAL,07062,1,22.85,metal
376, METAL,07102,1,23.91,metal
377, METAL,KIT,1,102.94,metal
378, METAL,KIT,1,102.94,metal
379, METAL,KIT,1,27.97,metal
380, METAL,07118,1,29.47,metal
381,NAIR/REPLABOR,RP-114,1,12.84,metal
382, METAL,,1,9.35,metal
383, METAL,10446,1,15.82,metal
384,RUK/WRK,1228CK,1,11.68,metal
385,DEFABRI,9923,1,22.67,metal
386,ORIGINAL KIT,OK 098 H,1,215.17,metal
387,ORIGINAL KIT,OK 113 H,1,212.25,metal
388,ORIGINAL KIT,OK 151 H,1,170.34,metal
389,ORIGINAL KIT,OK 157 H,1,201.99,metal
390,ORIGINAL KIT,OK 159 H,1,224.94,metal
391,ORIGINAL KIT,OK 161 H,1,189.14,metal
392,ORIGINAL KIT,OK 162 H,1,224.63,metal
393,ORIGINAL KIT,OK 166 H,1,196.54,metal
394,ORIGINAL KIT,OK 167 H,1,196.54,metal
395,ORIGINAL KIT,OK 059 H,1,159.69,metal
396,YIMING PARTS,BJH16034,1,186.67,metal
397,YIMING PARTS,BJH16035,1,186.67,metal
398,YIMING PARTS,BJH17014,1,176.95,metal
399,ORIGINAL KIT,OK 125 H,1,233.43,metal
400,YIMING PARTS,BJH17013,1,193.11,metal
401,ORIGINAL KIT,OK 164 H,1,263.59,metal
402,ORIGINAL KIT,OK 165 H,1,171.16,metal
403,ORIGINAL KIT,OK 168 H,1,517.53,metal
404,ORIGINAL KIT,OK 169 H,1,537.87,metal
405,RUFATO DISTRIBUIDORA,P19,1,10.04,metal
406,BIRTH,5690,1,179.32,metal
407,PLANET IMPORT´S COM DE PECAS LTDA EPP,PLBU2424,1,9.13,metal
408,BIRTH,5708/8358,1,139.29,metal
409,DAYCO,095SP+190H,1,70.45,metal
410,PERFECT,BD0066,1,111.32,metal
411,CONTINENTAL,CT942,1,83.74,metal
412,CONTINENTAL,CT954,1,77.09,metal
413,PERFECT,BD0141,1,93.96,metal
414,PERFECT,BD0274,1,331.46,metal
415,CONTINENTAL,CT906,1,152.93,metal
416,CONTINENTAL,CT760,1,96.01,metal
417,CONTINENTAL,CT1068,1,387.33,metal
418,PERFECT,BD1449,1,189.11,metal
419,PERFECT,BD4011,1,317.46,metal
420,PERFECT,BD9082,1,296.63,metal
421,PLANET IMPORT´S COM DE PECAS LTDA EPP,PLBU2104,1,9.13,metal
422,BIRTH,998,1,6.24,metal
423,BIRTH,5619,1,70.87,metal
424,PERFECT,BD1101/1455,1,139.86,metal
425,PERFECT,BD2101,1,197.98,metal
426,PERFECT,BD0468,1,193.63,metal
427,PERFECT,BD0541,1,188.9,metal
428,PERFECT,BD0947,1,230.1,metal
429,PERFECT,BD0928,1,198.91,metal
430,PERFECT,BD0671,1,114.62,metal
431,PERFECT,BD1448,1,180.29,metal
432,BIRTH,50641,1,254.59,metal
433,PERFECT,BD0383,1,154.93,metal
434,PERFECT,BD0853,1,117.23,metal
435,PERFECT,BD0987,1,157.4,metal
436,PERFECT,BD0989,1,208.13,metal
437,PERFECT,BD0986,1,165.67,metal
438,PERFECT,BD0764,1,112.29,metal
439,PERFECT,BD0902,1,289.46,metal
440,PERFECT,BD0132,1,195.94,metal
441,PERFECT,BD1493,1,106.3,metal
442,PERFECT,BD2188,1,114.61,metal
443,PERFECT,BD0628,1,106.95,metal
444,PERFECT,BD1220,1,223.92,metal
445,PERFECT,BD9141,1,173.85,metal
446,PERFECT,BD0167,1,146.17,metal
447,PERFECT,BD0489,1,136.96,metal
448,QUATRO X QUATRO & IMPORTADO (4 X 4),D820,1,160.69,metal
449,PLANET IMPORT´S COM DE PECAS LTDA EPP,PLBU2402,1,72.75,metal
450,YIMING PARTS,BJH15061,1,100.93,metal
451,PLANET IMPORT´S COM DE PECAS LTDA EPP,PLBU2251,1,25.67,metal
452,PLANET IMPORT´S COM DE PECAS LTDA EPP,PLBU2252,1,25.67,metal
453,PLANET IMPORT´S COM DE PECAS LTDA EPP,PLBU2403,1,72.75,metal
454,PLANET IMPORT´S COM DE PECAS LTDA EPP,PLBU2419,1,72.75,metal
455,PLANET IMPORT´S COM DE PECAS LTDA EPP,PLBU2419A,1,72.75,metal
456,PLANET IMPORT´S COM DE PECAS LTDA EPP,PLBU2421,1,72.75,metal
457,PLANET IMPORT´S COM DE PECAS LTDA EPP,PLBU2421B,1,75.3,metal
458,PLANET IMPORT´S COM DE PECAS LTDA EPP,PLBU2426,1,59.32,metal
459,PLANET IMPORT´S COM DE PECAS LTDA EPP,PLBU2440,1,27.38,metal
460,PLANET IMPORT´S COM DE PECAS LTDA EPP,PLBU2441,1,27.38,metal
461,PLANET IMPORT´S COM DE PECAS LTDA EPP,PLBU2442,1,49.51,metal
462,PLANET IMPORT´S COM DE PECAS LTDA EPP,PLBU2612,1,63.89,metal
463,PLANET IMPORT´S COM DE PECAS LTDA EPP,PLBU2728,1,31.15,metal
464,PLANET IMPORT´S COM DE PECAS LTDA EPP,PLBU3104,1,31.22,metal
465,PLANET IMPORT´S COM DE PECAS LTDA EPP,PLBU3104A,1,31.22,metal
466,PLANET IMPORT´S COM DE PECAS LTDA EPP,PLBU3111,1,52.48,metal
467,TRUCK,1633,1,243.44,metal
468,TRUCK,1662,1,180.56,metal
469,PERFECT,BD0814,1,217.05,metal
470,PERFECT,BD7001,1,155.08,metal
471,PERFECT,BD1111,1,204.38,metal
472, METAL,KIT,1,12.33,metal
473,PROBOR DO BRASIL BORRACHAS LTDA.,FDTC250,1,35.06,metal
474,PROBOR DO BRASIL BORRACHAS LTDA.,FDTF048,1,14.27,metal
475,PROBOR DO BRASIL BORRACHAS LTDA.,FDTF027,1,18.22,metal
476,PROBOR DO BRASIL BORRACHAS LTDA.,FDTF028,1,18.22,metal
477,AUTOPLAST,AP377,1,14.04,metal
478,PROBOR DO BRASIL BORRACHAS LTDA.,FDTF080,1,67.87,metal
479,PROBOR DO BRASIL BORRACHAS LTDA.,FDTF081,1,67.87,metal
480,PROBOR DO BRASIL BORRACHAS LTDA.,MBTF004,1,27.22,metal
481,NEO,ASD149/03,1,66.41,metal
482,RAS,262/K,1,22.84,metal
483,ELASTOFLOCK INDUSTRIA E COMERCIO DE ARTEFATOS DE BORRACHAS,6447,1,16.57,metal
484,PROBOR DO BRASIL BORRACHAS LTDA.,VLTF018V,1,9.68,metal
485,PROBOR DO BRASIL BORRACHAS LTDA.,VLTF012V,1,12.6,metal
486,PROBOR DO BRASIL BORRACHAS LTDA.,VLTF013V,1,12.6,metal
487,PROBOR DO BRASIL BORRACHAS LTDA.,VLTC005,1,67.07,metal
488,ELASTOFLOCK INDUSTRIA E COMERCIO DE ARTEFATOS DE BORRACHAS,20126,1,31.26,metal
489,PROBOR DO BRASIL BORRACHAS LTDA.,PROB117,1,39.78,metal
490,STAMPFER,310 3001,1,10.61,metal
491,STAMPFER,310 3202,1,10.61,metal
492,STAMPFER,309 0001,1,88.24,metal
493,RONA,6323,1,24.35,metal
494,VIEMAR,680018,1,90.75,metal
495,VIEMAR,680280,1,187.62,metal
496,BRAKEPARTS INDUSTRIA COM.IMP.EXP.LTDA,BPSA95040,1,86.8,metal
497,BRAKEPARTS INDUSTRIA COM.IMP.EXP.LTDA,BPSA95740,1,166.12,metal
498,SYL,201705,1,78.24,metal
499,SYL,203100,1,119.28,metal
500,SYL,201905,1,103.74,metal
501,SYL,207600,1,93.58,metal
502,BRAKEPARTS INDUSTRIA COM.IMP.EXP.LTDA,BPSA94600,1,84.88,metal
503,BRAKEPARTS INDUSTRIA COM.IMP.EXP.LTDA,BPSA96050,1,95.42,metal
504,BRAKEPARTS INDUSTRIA COM.IMP.EXP.LTDA,BPSA94860,1,109.64,metal
505,BRAKEPARTS INDUSTRIA COM.IMP.EXP.LTDA,BPSA90138,1,74.7,metal
506,BRAKEPARTS INDUSTRIA COM.IMP.EXP.LTDA,BPSA94660,1,97.37,metal
507,BRAKEPARTS INDUSTRIA COM.IMP.EXP.LTDA,BPSA90141,1,128.19,metal
508,BRAKEPARTS INDUSTRIA COM.IMP.EXP.LTDA,BPSA90144,1,179.15,metal
509,BRAKEPARTS INDUSTRIA COM.IMP.EXP.LTDA,BPSA90143,1,135.33,metal
510,BRAKEPARTS INDUSTRIA COM.IMP.EXP.LTDA,BPSA90140,1,160.13,metal
511,BRAKEPARTS INDUSTRIA COM.IMP.EXP.LTDA,BPSA90151,1,124.36,metal
512,BRAKEPARTS INDUSTRIA COM.IMP.EXP.LTDA,BPSA97380,1,162.45,metal
513,BRAKEPARTS INDUSTRIA COM.IMP.EXP.LTDA,BPSA90168,1,224.63,metal
514,SYL,206002,1,136.27,metal
515,SYL,207606,1,102.13,metal
516,SYL,203801,1,109.78,metal
517,BRAKEPARTS INDUSTRIA COM.IMP.EXP.LTDA,BPSA96062,1,205.66,metal
518,BRAKEPARTS INDUSTRIA COM.IMP.EXP.LTDA,BPSA94550,1,200.01,metal
519,VIEMAR,335178,1,129.76,metal
520,PERFECT,KJH0334,1,215.38,metal
521,VIEMAR,335308,1,95.16,metal
522,BIRTH,8223,1,61.38,metal
523,BIRTH,8224,1,66.63,metal
524,BIRTH,RS0873/963,1,44.11,metal
525,AUTOPLAST,AP149,1,3.56,metal
526,RODOCAR,RD5031,1,2.59,metal
527,AUTOPLAST,AP422,1,81.93,metal
528,AUTOPLAST,AP423,1,81.93,metal
529,AUTOPLAST,AP420,1,81.93,metal
530,AUTOPLAST,AP421,1,81.93,metal
531,RODOCAR,RD3309,1,3.15,metal
532,UNIVERSAL,20380,1,35.29,metal
